Time;temperature0;target0;heater0;flow_sensor0;flow_steps0;temperature1;target1;heater1;flow_sensor1;flow_steps1;bed_temperature;bed_target;bed_heater;active_hotend_or_state
252939.156;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.250;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.250;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.250;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.359;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.469;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.562;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252939.672;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252939.781;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252939.891;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;24.000;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252939.984;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.094;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.531;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.203;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.531;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.625;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
252940.312;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.531;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
252940.625;27.600;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
252940.719;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
252940.406;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
