Time;temperature0;target0;heater0;flow_sensor0;flow_steps0;temperature1;target1;heater1;flow_sensor1;flow_steps1;bed_temperature;bed_target;bed_heater;active_hotend_or_state
253863.828;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253863.938;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253864.047;27.700;0.000;0.000;65535.000;0.000;27.800;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253864.141;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
253864.250;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253864.453;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253864.562;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253864.672;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253864.781;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253864.875;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253865.094;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253865.203;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
253865.297;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253865.406;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253865.516;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253865.828;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253865.938;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.800;0.000;0.000;10.000
253866.047;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253866.156;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253866.250;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253866.453;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.800;0.000;0.000;10.000
253866.562;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253866.656;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253866.766;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253866.875;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
