Time;temperature0;target0;heater0;flow_sensor0;flow_steps0;temperature1;target1;heater1;flow_sensor1;flow_steps1;bed_temperature;bed_target;bed_heater;active_hotend_or_state
262542.719;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;35.100;0.000;0.000;10.000
262542.844;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262542.938;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.700;0.000;0.000;10.000
262543.062;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262543.156;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.900;0.000;0.000;10.000
262543.281;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.600;0.000;0.000;10.000
262543.375;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262543.469;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;35.000;0.000;0.000;10.000
262543.562;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.400;0.000;0.000;10.000
262543.688;36.200;0.000;0.000;65535.000;0.000;35.400;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262543.781;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262543.906;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262544.000;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.094;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.219;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.312;36.100;0.000;0.000;65535.000;0.000;35.400;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.438;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.531;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.656;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.600;0.000;0.000;10.000
262544.719;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.700;0.000;0.000;10.000
262544.844;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262544.938;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262545.062;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262545.156;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.600;0.000;0.000;10.000
262545.281;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.900;0.000;0.000;10.000
262545.375;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262545.469;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262545.594;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262545.688;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262545.812;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.000;0.000;0.000;10.000
262545.906;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.700;0.000;0.000;10.000
262546.031;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.125;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.219;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.312;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262546.438;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.531;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.625;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.750;36.200;0.000;0.000;65535.000;0.000;35.400;0.000;0.000;65535.000;0.000;34.100;0.000;0.000;10.000
262546.844;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262547.062;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262547.156;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.900;0.000;0.000;10.000
262547.250;36.200;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.400;0.000;0.000;10.000
262547.438;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.300;0.000;0.000;10.000
262547.500;36.100;0.000;0.000;65535.000;0.000;35.600;0.000;0.000;65535.000;0.000;34.700;0.000;0.000;10.000
262547.625;36.100;0.000;0.000;65535.000;0.000;35.400;0.000;0.000;65535.000;0.000;34.700;0.000;0.000;10.000
