Time;temperature0;target0;heater0;flow_sensor0;flow_steps0;temperature1;target1;heater1;flow_sensor1;flow_steps1;bed_temperature;bed_target;bed_heater;active_hotend_or_state
253883.875;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253883.969;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253884.078;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253884.172;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253884.281;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253884.391;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253884.484;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253884.594;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253884.703;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253884.797;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253884.906;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253885.016;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253885.109;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253885.219;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253885.328;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253885.531;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253885.641;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253885.734;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253885.844;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253885.953;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
253886.156;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253886.266;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253886.375;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253886.469;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253886.578;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253886.688;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253886.797;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253886.906;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253887.000;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253887.109;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253887.328;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
253887.422;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253887.531;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253887.641;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253887.734;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253887.844;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253887.953;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
253888.047;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.100;0.000;0.000;10.000
253888.156;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253888.266;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
