Time;temperature0;target0;heater0;flow_sensor0;flow_steps0;temperature1;target1;heater1;flow_sensor1;flow_steps1;bed_temperature;bed_target;bed_heater;active_hotend_or_state
253911.781;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253911.891;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253911.984;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253912.109;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
253912.203;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253912.312;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.700;0.000;0.000;10.000
253912.406;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.800;0.000;0.000;10.000
253912.516;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.900;0.000;0.000;10.000
253912.625;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;24.100;0.000;0.000;10.000
253912.719;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.400;0.000;0.000;10.000
253912.812;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.200;0.000;0.000;10.000
253912.922;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;23.500;0.000;0.000;10.000
253913.031;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.800;0.000;0.000;10.000
253913.141;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.600;0.000;0.000;10.000
253913.234;27.700;0.000;0.000;65535.000;0.000;27.900;0.000;0.000;65535.000;0.000;22.500;0.000;0.000;10.000
