Time;temperature0;target0;heater0;flow_sensor0;flow_steps0;temperature1;target1;heater1;flow_sensor1;flow_steps1;bed_temperature;bed_target;bed_heater;active_hotend_or_state
82936.930;210.000;211.000;129.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.400;60.000;136.000;0.000
82937.031;210.000;211.000;129.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.400;60.000;123.000;0.000
82937.141;210.000;208.000;110.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.700;60.000;92.000;0.000
82937.250;210.000;208.000;101.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.600;60.000;111.000;0.000
82937.352;210.000;208.000;101.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.300;60.000;117.000;0.000
82937.461;210.000;208.000;102.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.900;60.000;89.000;0.000
82937.586;210.000;208.000;102.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.600;60.000;94.000;0.000
82937.688;210.000;209.100;113.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.900;60.000;80.000;0.000
82937.797;210.000;209.100;113.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.700;60.000;105.000;0.000
82937.906;210.000;209.100;114.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.600;60.000;117.000;0.000
82938.023;209.800;209.100;115.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.600;60.000;111.000;0.000
82938.117;210.000;210.000;118.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.700;60.000;98.000;0.000
82938.234;209.800;210.000;124.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.900;60.000;86.000;0.000
82938.352;209.800;210.000;126.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.400;60.000;92.000;0.000
82938.453;209.800;210.000;126.000;65535.000;0.000;39.900;0.000;0.000;65535.000;0.000;59.700;60.000;80.000;0.000
